City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,chernyshevskiy,63.0128,112.4714,30.49,82,91,3.83,RU,1697339073
365,aljezur,37.3191,-8.8033,65.84,91,96,3.91,PT,1697339073
366,fangshan,39.6983,115.9925,72.0,22,0,8.5,CN,1697339073
367,egersund,58.4513,5.9997,44.1,72,100,27.6,NO,1697339073
368,nizhniy odes,63.6445,54.856,33.13,88,76,9.28,RU,1697339073
369,shatrovo,56.5167,64.6333,35.38,88,69,7.76,RU,1697339073
370,trincomalee,8.5711,81.2335,79.86,80,86,12.48,LK,1697339020
371,cidreira,-30.1811,-50.2056,62.73,85,59,18.88,BR,1697339074
372,ugoofaaru,5.6667,73.0,79.56,77,97,2.08,MV,1697339074
373,muisne,0.6,-80.0333,76.95,88,100,4.76,EC,1697339074
374,mount pearl,47.5166,-52.7813,53.33,98,100,10.36,CA,1697339074
375,aykhal,66.0,111.5,19.08,85,45,5.01,RU,1697339074
376,usinsk,65.9939,57.5281,30.07,98,100,5.01,RU,1697339074
377,palencia,42.4167,-4.5,51.8,92,91,6.46,ES,1697339074
378,przasnysz,53.0191,20.8803,43.45,72,0,14.47,PL,1697339074
379,sevastopol,44.6,33.5333,62.6,46,0,8.99,UA,1697339072
380,suva,-18.1416,178.4415,80.08,74,75,11.5,FJ,1697339003
381,hirara,24.8,125.2833,80.87,61,75,11.5,JP,1697339075
382,springbok,-29.6643,17.8865,49.28,88,18,4.63,ZA,1697338954
383,antsiranana,-12.2787,49.2917,75.58,86,23,6.4,MG,1697339075
384,korla,41.7597,86.1469,64.98,26,8,6.35,CN,1697339075
385,kone,-21.0595,164.8658,81.95,63,63,2.55,NC,1697339075
386,saudarkrokur,65.7461,-19.6394,33.58,95,100,15.35,IS,1697339075
387,najran,17.4924,44.1277,65.05,30,0,1.88,SA,1697339075
388,vanimo,-2.6741,141.3028,85.1,71,66,5.91,PG,1697338886
389,gamboma,-1.8764,15.8644,72.7,86,100,3.13,CG,1697339075
390,saint-francois,46.4154,3.9054,42.24,100,0,2.3,FR,1697339076
391,nuuk,64.1835,-51.7216,34.41,69,100,13.8,GL,1697339076
392,weno,7.4515,151.8468,76.95,94,100,14.97,FM,1697339076
393,takoradi,4.8845,-1.7554,76.46,93,49,7.83,GH,1697339076
394,dakhla,23.6848,-15.958,75.43,56,5,10.27,EH,1697339076
395,nyakahanga,-1.6033,31.1414,64.44,76,100,0.2,TZ,1697339076
396,tambo,-14.8,-73.9167,40.98,79,99,1.86,PE,1697339077
397,zambezi,-13.5432,23.1047,67.42,80,99,2.53,ZM,1697338953
398,sao vicente,-23.9631,-46.3919,69.98,26,100,10.83,BR,1697338868
399,lubango,-14.9172,13.4925,64.26,48,97,0.0,AO,1697339077
400,nelson,-41.2833,173.2833,62.29,78,90,3.0,NZ,1697339077
401,hindaun,26.7167,77.0167,84.85,34,73,7.96,IN,1697339077
402,corner brook,48.9667,-57.9484,48.36,95,92,5.23,CA,1697339077
403,pandan,14.0453,124.1694,84.83,68,44,6.71,PH,1697339077
404,paris,48.8534,2.3488,49.77,89,75,9.22,FR,1697339007
405,raja,8.4596,25.678,71.15,92,100,2.53,SS,1697339077
406,tarauaca,-8.1614,-70.7656,74.98,84,49,2.77,BR,1697339077
407,show low,34.2542,-110.0298,58.14,44,0,0.0,US,1697338903
408,dudinka,69.4058,86.1778,34.68,93,100,15.01,RU,1697339078
409,ambon,-3.6954,128.1814,86.67,79,40,3.44,ID,1697339078
410,nadi,-17.8,177.4167,82.4,74,40,14.97,FJ,1697339078
411,kayenta,36.7278,-110.2546,56.75,29,0,1.54,US,1697339078
412,westport,41.1415,-73.3579,51.78,90,100,11.5,US,1697339078
413,bima,-8.4667,118.7167,96.75,37,95,3.8,ID,1697339078
414,longgang,37.6508,120.3286,67.91,53,0,14.5,CN,1697339078
415,howard springs,-12.497,131.047,94.91,21,27,6.71,AU,1697339078
416,gharyan,32.1722,13.0203,62.51,47,0,3.31,LY,1697339078
417,ruokolahti,61.2833,28.8333,44.91,90,78,20.65,FI,1697339079
418,ghat,24.9647,10.1728,72.25,27,0,3.0,LY,1697339079
419,tual,-5.6667,132.75,80.13,77,63,17.13,ID,1697339079
420,al hudaydah,14.7978,42.9545,85.91,70,2,4.41,YE,1697339079
421,lakki,32.6079,70.9114,78.76,29,1,2.1,PK,1697339079
422,santa cruz,-17.8,-63.1667,74.66,69,19,6.91,BO,1697338826
423,fort mcmurray,56.7268,-111.381,47.79,61,0,9.22,CA,1697338829
424,dawson creek,55.7666,-120.2362,51.44,71,0,6.91,CA,1697338901
425,verkhnevilyuysk,63.4453,120.3167,18.95,74,3,5.01,RU,1697339079
426,saint-philippe,-21.3585,55.7679,71.19,80,42,10.13,RE,1697339079
427,kingston,17.997,-76.7936,83.35,89,20,2.3,JM,1697338839
428,gora kalwaria,51.9765,21.2154,46.92,68,95,11.52,PL,1697339080
429,namsos,64.4662,11.4957,44.65,61,100,9.22,NO,1697339000
430,hotan,37.0997,79.9269,61.95,25,87,3.06,CN,1697338938
431,yokadouma,3.5167,15.05,69.64,99,100,3.29,CM,1697339080
432,san vicente de chucuri,6.881,-73.4098,74.57,93,98,2.93,CO,1697339080
433,borazjan,29.2666,51.2159,82.89,37,0,1.32,IR,1697339080
434,hobyo,5.3505,48.5268,81.5,75,8,9.26,SO,1697339080
435,brownsburg-chatham,45.6834,-74.4159,48.6,83,29,7.0,CA,1697339080
436,kassala,15.451,36.4,83.07,57,7,7.67,SD,1697339080
437,taulaga,-11.0553,-171.0883,82.26,74,90,19.69,AS,1697339081
438,byron bay,-28.65,153.6167,88.72,49,0,8.08,AU,1697339081
439,hasaki,35.7333,140.8333,63.28,93,100,7.85,JP,1697339081
440,ilebo,-4.3167,20.5833,69.98,99,100,1.52,CD,1697338953
441,phan rang-thap cham,11.5667,108.9833,85.08,73,100,3.06,VN,1697339081
442,polyarnyy,69.1989,33.4478,35.78,97,100,34.47,RU,1697339081
443,santo antonio do sudoeste,-26.0736,-53.7253,64.9,85,96,6.55,BR,1697339081
444,galveston,29.3669,-94.9669,69.98,59,0,16.11,US,1697339081
445,alesund,62.4723,6.1549,49.75,70,75,13.8,NO,1697339082
446,ilhabela,-23.7781,-45.3581,67.33,92,100,11.07,BR,1697339082
447,tonga,-20.0,-175.0,73.4,78,22,19.6,TO,1697339082
448,estepona,36.4276,-5.1459,69.62,72,56,5.39,ES,1697339082
449,tarko-sale,64.9225,77.785,35.01,83,100,5.01,RU,1697339082
450,mhamid,29.82,-5.72,72.03,29,41,5.01,MA,1697339082
451,cromer,52.9312,1.2989,42.08,68,5,22.41,GB,1697338917
452,sandi,27.3,79.95,82.81,44,44,2.01,IN,1697339082
453,natal,-5.795,-35.2094,79.02,78,40,10.36,BR,1697338839
454,tumpat,6.1978,102.171,82.38,83,20,4.61,MY,1697339082
455,monywa,22.1167,95.1333,80.58,77,11,3.13,MM,1697339083
456,huarmey,-10.0681,-78.1522,67.12,86,100,9.04,PE,1697339083
457,san juan,-31.5375,-68.5364,69.06,23,0,5.57,AR,1697339083
458,ada,43.4166,-116.1262,61.66,42,0,9.22,US,1697339083
459,swakopmund,-22.6833,14.5333,56.98,84,2,3.0,NA,1697339083
460,washington court house,39.5364,-83.4391,51.35,94,100,16.11,US,1697339083
461,katpur,21.05,71.7833,84.18,60,4,8.63,IN,1697339083
462,colonia,50.9333,6.95,46.89,90,0,3.44,DE,1697338894
463,newark,40.7357,-74.1724,51.94,85,100,12.66,US,1697338984
464,bouarfa,32.53,-1.95,60.48,59,87,5.84,MA,1697339083
465,andergrove,-21.0833,149.1833,88.65,62,5,8.95,AU,1697339084
466,muang phonsavan,19.45,103.2167,67.15,89,100,1.57,LA,1697339084
467,port lincoln,-34.7333,135.8667,62.94,59,95,17.2,AU,1697339084
468,ponta delgada,37.7333,-25.6667,72.32,94,75,6.91,PT,1697339084
469,magdagachi,53.45,125.8,31.26,63,100,18.05,RU,1697339084
470,horta,38.5333,-28.6333,71.02,96,100,14.0,PT,1697339084
471,altai,46.3722,96.2583,47.21,28,58,13.76,MN,1697339084
472,piton saint-leu,-21.2196,55.3151,70.39,73,0,5.75,RE,1697339085
473,massawa,15.6097,39.45,87.53,65,25,4.23,ER,1697339085
474,ust-tsilma,65.441,52.1498,40.6,81,99,5.99,RU,1697339085
475,jamai,22.2,78.5833,77.67,50,1,1.07,IN,1697339085
476,east london,-33.0153,27.9116,58.59,80,99,5.79,ZA,1697339085
477,port isabel,26.0734,-97.2086,73.02,69,0,5.75,US,1697339085
478,baranivka,50.2969,27.6622,54.66,78,28,6.73,UA,1697339085
479,geraldton,-28.7667,114.6,99.01,9,0,11.5,AU,1697339085
480,khon kaen,16.5,102.0833,81.61,76,74,3.51,TH,1697339085
481,phrae,18.0833,100.0,80.04,89,75,0.0,TH,1697339085
482,myitkyina,25.3833,97.4,79.63,69,20,1.14,MM,1697339086
483,mildura,-34.2,142.15,70.83,36,100,15.12,AU,1697339086
484,chernomorskiy,44.8506,38.4936,54.86,44,0,2.73,RU,1697339086
485,waat,51.1454,6.4958,46.22,93,100,3.44,DE,1697339086
486,kruisfontein,-34.0033,24.7314,51.71,92,100,3.76,ZA,1697339086
487,constantia,44.1833,28.65,54.7,85,0,10.58,RO,1697339086
488,pangody,65.85,74.4859,31.21,87,99,9.6,RU,1697339086
489,kievka,50.2619,71.5514,44.13,78,100,15.35,KZ,1697339086
490,happy valley-goose bay,53.3168,-60.3315,48.51,87,100,24.16,CA,1697339087
491,coari,-4.085,-63.1414,81.05,61,33,2.28,BR,1697339087
492,dunay,42.8803,132.3375,65.77,69,70,6.8,RU,1697339087
493,neon karlovasion,37.7903,26.7044,65.91,73,4,2.15,GR,1697339087
494,nykvarn,59.8,18.3,46.81,74,100,9.44,SE,1697339087
495,katsuura,35.1333,140.3,64.42,94,94,29.48,JP,1697338924
496,lai,9.3952,16.2989,76.78,73,100,5.3,TD,1697339087
497,meraux,29.933,-89.9498,71.58,53,0,29.93,US,1697339087
498,solnechnyy,50.7214,136.6319,54.03,62,8,10.69,RU,1697339087
499,le lavandou,43.137,6.366,69.62,46,0,10.36,FR,1697339087
500,maintirano,-18.0667,44.0167,79.07,82,44,4.97,MG,1697339087
501,ariquemes,-9.9133,-63.0408,79.34,70,42,1.07,BR,1697338799
502,sal rei,16.1833,-22.9167,82.06,76,100,5.61,CV,1697339088
503,saint-pierre,-21.3393,55.4781,73.56,73,0,5.75,RE,1697339088
504,hovd,48.0056,91.6419,54.34,32,100,10.0,MN,1697339088
505,shihezi,44.3,86.0333,51.37,65,89,8.59,CN,1697339088
506,flying fish cove,-10.4217,105.6791,82.08,83,100,13.8,CX,1697339088
507,hue,16.4667,107.6,75.31,100,75,5.75,VN,1697339088
508,murrells inlet,33.551,-79.0414,67.1,100,0,8.05,US,1697338958
509,mendi,-6.1761,143.6513,62.51,93,75,3.58,PG,1697339088
510,george,-33.963,22.4617,54.95,71,40,9.22,ZA,1697339088
511,topolobampo,25.6,-109.05,82.31,69,0,10.36,MX,1697339088
512,ad dawadimi,24.5077,44.3924,70.95,21,0,11.72,SA,1697339089
513,kikwit,-5.041,18.8162,70.59,98,100,5.26,CD,1697339089
514,kappeln,54.6612,9.9313,44.76,67,39,20.67,DE,1697339089
515,duki,30.1541,68.5728,70.9,20,1,2.01,PK,1697339089
516,angaur state,6.906,134.13,82.96,77,24,6.08,PW,1697339089
517,okha,53.5739,142.9478,49.48,78,87,22.35,RU,1697339089
518,solleftea,63.1667,17.2667,35.46,87,73,8.12,SE,1697339089
519,laojunmiao,39.8333,97.7333,57.96,11,0,3.22,CN,1697339089
520,toliara,-23.35,43.6667,76.24,81,70,3.83,MG,1697339089
521,acapulco de juarez,16.8634,-99.8901,84.02,84,75,6.91,MX,1697339089
522,rio branco,-9.9747,-67.81,77.61,94,40,3.44,BR,1697339090
523,benalla,-36.55,145.9833,57.31,68,100,7.45,AU,1697339090
524,laguna,38.421,-121.4238,71.74,61,0,5.75,US,1697339090
525,wuhai,39.6647,106.8122,63.5,22,0,3.13,CN,1697339090
526,cholpon-ata,42.6494,77.0823,41.05,57,10,4.88,KG,1697338803
527,taoudenni,22.6783,-3.9836,81.61,18,11,8.01,ML,1697339090
528,grand-bourg,15.8835,-61.3148,78.75,71,100,10.67,GP,1697339090
529,adrasmon,40.6472,69.9856,44.65,34,0,1.45,TJ,1697339090
530,necochea,-38.5473,-58.7368,55.69,52,100,15.28,AR,1697339090
531,al kharijah,25.4514,30.5464,71.69,37,0,6.69,EG,1697339090
532,anshun,26.25,105.9333,64.54,64,34,1.28,CN,1697339090
533,malvan,16.0667,73.4667,80.55,76,5,4.43,IN,1697339090
534,khandyga,62.6667,135.6,17.8,87,96,2.19,RU,1697339091
535,mahdia,35.5047,11.0622,66.15,59,0,7.65,TN,1697339091
536,jinka,5.65,36.65,63.52,83,100,2.75,ET,1697339091
537,salacgriva,57.7536,24.3581,50.4,72,70,25.34,LV,1697339091
538,buala,-8.145,159.5921,84.45,72,32,4.97,SB,1697339091
539,salto,-31.3833,-57.9667,58.51,76,0,8.39,UY,1697338845
540,manokwari,-0.8667,134.0833,82.89,74,100,6.69,ID,1697339091
541,san carlos del zulia,9.0,-71.9135,78.98,84,54,3.69,VE,1697339092
542,nogliki,51.8333,143.1667,54.34,64,47,13.0,RU,1697339092
543,kalabo,-14.97,22.6814,70.93,69,92,5.84,ZM,1697339092
544,la sarre,48.8002,-79.1996,42.46,90,100,12.19,CA,1697338932
545,nova sintra,14.8667,-24.7167,77.61,78,100,10.45,CV,1697339092
546,dogonbadan,30.3586,50.7981,66.29,63,0,2.3,IR,1697339092
547,karlovac,45.4872,15.5478,62.15,93,78,7.11,HR,1697339092
548,tenabo,20.05,-90.2333,81.07,85,84,3.96,MX,1697339093
549,mossel bay,-34.1831,22.146,57.13,84,82,16.35,ZA,1697339093
550,vanersborg,58.3807,12.3234,49.84,57,75,10.36,SE,1697339093
551,lata,40.1629,-8.3327,66.81,95,96,1.72,PT,1697339093
552,tabou,4.423,-7.3528,76.57,92,76,7.16,CI,1697339093
553,aden,12.7794,45.0367,83.86,67,0,12.12,YE,1697339093
554,sebezh,56.2955,28.4654,46.04,82,95,11.59,RU,1697339094
